sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
28032187253,2020-07-14T10:10:30Z,85,22,21,42,102,79,0.091079812
28032187252,2020-07-13T10:13:00Z,73,18,22,33,22,80,0.091486658
28002716450,2020-07-12T11:56:30Z,81,22,20,39,92,80,0.149952245
27989549899,2020-07-11T11:20:30Z,69,19,19,31,67,78,0.125950054
27976806517,2020-07-10T09:56:30Z,78,21,19,38,93,77,0.149023638
27962806011,2020-07-09T12:23:30Z,65,17,18,30,72,77,0.171265461
27947223758,2020-07-08T10:38:30Z,77,21,21,35,61,76,0.115504683
27931783745,2020-07-07T11:24:30Z,79,21,22,36,67,76,0.102702703
27913218399,2020-07-06T10:15:30Z,81,20,20,41,83,76,0.1280077
27900537150,2020-07-05T11:49:30Z,79,21,21,37,79,77,0.142011834
27888426337,2020-07-04T11:46:30Z,85,22,20,43,85,77,0.138163437
27875655726,2020-07-03T10:42:30Z,79,20,20,39,73,77,0.150623886
27863089886,2020-07-02T11:04:30Z,83,20,20,43,67,77,0.146588037
27851892079,2020-07-01T10:57:00Z,80,21,22,37,61,79,0.104040404
27834939048,2020-06-30T09:05:30Z,80,21,21,38,63,79,0.113333333
27822006776,2020-06-29T09:23:30Z,77,21,19,37,42,79,0.141811528
27808394406,2020-06-28T09:57:30Z,78,21,19,38,66,78,0.148148148
27795485090,2020-06-27T09:20:00Z,82,21,22,39,76,79,0.114315139
27784908356,2020-06-26T10:04:30Z,81,21,22,38,61,80,0.109972041
27771980102,2020-06-25T09:35:00Z,83,21,20,42,51,79,0.132505176
27754638150,2020-06-24T09:21:30Z,74,19,21,34,66,79,0.120133482
27745696032,2020-06-23T09:30:30Z,75,21,22,32,77,80,0.128556375
27728249904,2020-06-22T09:01:30Z,78,21,21,36,42,81,0.132147395
27715526972,2020-06-21T09:50:30Z,73,21,21,31,69,82,0.137689615
27702546228,2020-06-20T09:30:30Z,82,21,20,41,45,82,0.13832853
27689032535,2020-06-19T09:52:30Z,73,19,17,37,53,82,0.18680377
27680413533,2020-06-18T11:16:30Z,74,21,21,32,54,82,0.107317073
27667848924,2020-06-17T10:42:30Z,73,20,21,32,79,82,0.11758794
27659383891,2020-06-16T11:59:00Z,89,23,21,45,109,82,0.098625707
27638141722,2020-06-15T10:37:30Z,78,21,21,36,38,84,0.104356636
27623659041,2020-06-14T10:02:30Z,80,22,21,37,90,84,0.114285714
27611914282,2020-06-13T11:24:30Z,84,20,21,43,89,82,0.123914759
27597958786,2020-06-12T10:09:30Z,78,22,23,33,85,85,0.069100391
27579897351,2020-06-11T09:36:30Z,74,21,21,32,48,85,0.112291351
27567957531,2020-06-10T10:43:30Z,83,22,19,42,110,86,0.187957689
27552472579,2020-06-09T09:48:30Z,71,21,20,30,48,85,0.133991537
27536392099,2020-06-08T10:02:30Z,79,22,21,36,101,83,0.131445905
27523805263,2020-06-07T10:41:30Z,83,22,18,43,96,83,0.177689243
27511565008,2020-06-06T09:58:30Z,74,19,21,34,74,82,0.110987791
27497996263,2020-06-05T08:41:30Z,75,21,21,33,62,82,0.127659574
27482449558,2020-06-04T09:11:30Z,76,22,21,33,98,82,0.124242424
27466664410,2020-06-03T09:16:30Z,77,21,20,36,77,81,0.135864136
27451940775,2020-06-02T10:10:30Z,81,21,22,38,76,80,0.113207547
27441205516,2020-06-01T13:00:30Z,84,22,20,42,88,80,0.129829985
27426673911,2020-05-31T11:41:30Z,73,18,21,34,75,81,0.125925926
27414049417,2020-05-30T11:39:30Z,82,21,20,41,61,80,0.125821596
27402382068,2020-05-29T10:34:30Z,80,21,22,37,57,82,0.107055961
27388560724,2020-05-28T12:18:30Z,83,21,21,41,52,82,0.124299065
27374574119,2020-05-27T12:29:30Z,84,21,21,42,52,82,0.106565176
27358157492,2020-05-26T11:41:30Z,88,21,22,45,72,84,0.108296943
27344776870,2020-05-25T10:45:30Z,80,23,21,36,108,84,0.137071651
27332090036,2020-05-24T12:57:30Z,80,21,23,36,58,87,0.101587302
27316041105,2020-05-23T13:12:30Z,73,20,22,31,83,88,0.101033295
27295156631,2020-05-22T12:06:30Z,78,22,20,36,86,89,0.15133276
27283369532,2020-05-21T12:45:30Z,80,19,20,41,81,88,0.179451091
27270175032,2020-05-20T12:38:30Z,79,19,19,41,66,87,0.169677926
27246114583,2020-05-19T13:25:00Z,87,21,22,44,77,87,0.095902354
27246114582,2020-05-18T13:30:00Z,83,20,23,40,61,87,0.093203883
27217225066,2020-05-17T11:45:30Z,80,21,23,36,53,89,0.089456869
27217225065,2020-05-16T13:02:00Z,85,22,22,41,96,88,0.100096246
27191403194,2020-05-15T12:09:30Z,81,21,23,37,70,87,0.101554404
27173889579,2020-05-14T12:21:30Z,78,21,21,36,42,85,0.108967083
27155365390,2020-05-13T12:00:30Z,86,21,21,44,53,84,0.117402165
27139209545,2020-05-12T11:32:30Z,76,19,20,37,68,83,0.153780069
27122211309,2020-05-11T11:47:00Z,75,20,20,35,76,81,0.136212625
27122211308,2020-05-10T13:05:00Z,84,22,19,43,88,81,0.132588974
27122211307,2020-05-09T12:59:30Z,84,20,20,44,53,80,0.121609799
27084816114,2020-05-08T12:37:30Z,82,21,20,41,71,79,0.135331517
27084816113,2020-05-07T11:33:30Z,73,20,21,32,36,79,0.133917397
27051680700,2020-05-06T10:51:30Z,85,19,20,46,46,79,0.115211521
27036353085,2020-05-05T10:59:30Z,86,22,21,43,100,80,0.143993636
27021239084,2020-05-04T11:46:30Z,78,21,21,36,69,79,0.114619883
27008082257,2020-05-03T11:53:30Z,85,21,20,44,64,78,0.127723516
26995926598,2020-05-02T12:09:30Z,65,18,19,28,50,78,0.146272855
26978555909,2020-05-01T12:18:30Z,83,21,20,42,59,78,0.139186296
26967637714,2020-04-30T11:26:30Z,67,19,19,29,47,76,0.146853147
26952774973,2020-04-29T11:46:30Z,81,21,18,42,64,77,0.180462342
26940234288,2020-04-28T11:22:30Z,77,20,20,37,50,76,0.102649007
26919855409,2020-04-27T11:30:30Z,83,21,21,41,55,76,0.122040073
26907896606,2020-04-26T12:22:30Z,81,21,21,39,77,77,0.128432241
26896378211,2020-04-25T13:25:30Z,79,21,21,37,61,77,0.108342362
26883106105,2020-04-24T14:02:30Z,77,21,21,35,58,76,0.095027624
26869858941,2020-04-23T12:43:30Z,84,22,22,40,84,78,0.084985836
26855507860,2020-04-22T13:57:30Z,82,22,22,38,100,77,0.073995772
26838006340,2020-04-21T06:14:30Z,55,18,19,18,37,77,0.157264957
26822534623,2020-04-20T13:15:30Z,82,21,21,40,49,79,0.094527363
26809985002,2020-04-19T13:07:30Z,82,21,21,40,78,79,0.118733509
26795281433,2020-04-18T10:06:30Z,80,21,22,37,71,81,0.105882353
26783622472,2020-04-17T11:08:30Z,79,21,18,40,73,79,0.154210028
26768824671,2020-04-16T09:47:30Z,74,20,22,32,59,78,0.090556274
26756588075,2020-04-15T10:54:00Z,89,21,22,46,73,78,0.091543156
26738534662,2020-04-14T10:58:30Z,76,21,22,33,64,78,0.103538663
26722153730,2020-04-13T13:42:30Z,81,19,20,42,68,79,0.127693536
26709160294,2020-04-12T10:21:30Z,89,21,22,46,74,79,0.102283105
26698197258,2020-04-11T10:41:30Z,81,22,20,39,87,77,0.090010977
26685841418,2020-04-10T11:19:30Z,83,21,22,40,60,78,0.106161137
26670991440,2020-04-09T11:14:30Z,87,22,20,45,87,78,0.125104254
26659451342,2020-04-08T11:36:00Z,78,21,21,36,62,77,0.109533469
26640536265,2020-04-07T10:03:30Z,82,21,20,41,46,76,0.109628217
26628495934,2020-04-06T11:38:30Z,85,20,20,45,85,76,0.118820468
26615567748,2020-04-05T12:02:30Z,88,21,22,45,79,75,0.123651452
26603159286,2020-04-04T11:21:30Z,78,21,22,35,60,75,0.112458655
26588241612,2020-04-03T11:20:30Z,88,21,21,46,67,75,0.107651246
26575391670,2020-04-02T11:53:30Z,80,20,19,41,58,76,0.1575179
26561627853,2020-04-01T12:17:30Z,84,21,20,43,63,79,0.126640927
26549942926,2020-03-31T14:06:30Z,80,21,23,36,72,79,0.078346028
26535601020,2020-03-30T11:22:30Z,79,21,21,37,94,80,0.112978525
26522955785,2020-03-29T11:39:30Z,84,22,20,42,95,80,0.144144144
26511228084,2020-03-28T12:20:30Z,85,20,21,44,73,81,0.147033534
26494684074,2020-03-27T12:04:30Z,82,22,18,42,90,80,0.202274574
26486243804,2020-03-26T12:43:30Z,88,22,21,45,104,82,0.121363259
26473265471,2020-03-25T10:44:30Z,80,21,21,38,49,83,0.134328358
26462216035,2020-03-24T12:36:30Z,83,20,20,43,44,83,0.139591837
26450020226,2020-03-23T13:11:30Z,85,20,21,44,63,83,0.125733445
26434625741,2020-03-22T10:28:30Z,85,21,22,42,42,83,0.097508126
26422825593,2020-03-21T10:38:30Z,86,22,19,45,98,81,0.142482517
26411559130,2020-03-20T12:04:30Z,83,21,20,42,63,82,0.166261152
26396708327,2020-03-19T12:19:30Z,84,21,20,43,67,81,0.158765989
26380473835,2020-03-18T12:27:30Z,84,22,19,43,95,80,0.157855547
26366697673,2020-03-17T13:04:30Z,83,21,20,42,86,79,0.145481264
26351970388,2020-03-16T12:13:30Z,87,23,20,44,116,77,0.132224861
26338755079,2020-03-15T12:21:30Z,89,21,23,45,75,78,0.095450491
26325895479,2020-03-14T12:29:30Z,90,21,23,46,63,80,0.08974359
26313388008,2020-03-13T10:15:00Z,82,21,22,39,39,80,0.096351731
26299063162,2020-03-12T12:24:00Z,46,15,10,21,52,77,0.155655095
26281769243,2020-03-11T08:15:30Z,50,15,19,16,25,77,0.178947368
26267774616,2020-03-10T10:28:30Z,77,21,20,36,44,78,0.126964933
26251762426,2020-03-09T10:55:30Z,84,22,20,42,93,79,0.099304866
26237451080,2020-03-08T10:03:30Z,79,21,21,37,68,80,0.114695341
26181657787,2020-03-04T11:57:30Z,83,22,19,42,96,82,0.164603059
26181657786,2020-03-03T10:26:30Z,73,21,21,31,43,82,0.124503311
26181657785,2020-02-29T10:06:00Z,84,22,21,41,86,83,0.127701375
26113398426,2020-02-28T10:45:30Z,84,21,20,43,89,84,0.136549469
26097353278,2020-02-27T10:06:30Z,78,21,18,39,41,83,0.167115903
26082205348,2020-02-26T11:57:30Z,85,21,20,44,81,85,0.148489933
26082205347,2020-02-25T10:01:00Z,80,21,21,38,76,84,0.118865867
26049911142,2020-02-24T10:10:00Z,83,22,21,40,109,87,0.124415341
26049911141,2020-02-23T10:15:30Z,84,22,21,41,90,87,0.118541033
26022789658,2020-02-22T10:04:30Z,79,20,20,39,85,86,0.139026812
26010249470,2020-02-21T09:48:30Z,72,21,18,33,67,84,0.122886133
25993396000,2020-02-20T09:12:00Z,69,19,19,31,72,83,0.144501279
25972425534,2020-02-19T11:45:30Z,78,21,19,38,55,82,0.138543517
25955419775,2020-02-18T12:11:30Z,87,21,21,45,79,81,0.118454936
25944564890,2020-02-17T10:24:30Z,80,21,22,37,76,82,0.097768332
25930148020,2020-02-16T10:09:30Z,81,22,20,39,83,83,0.123919308
25885140586,2020-02-13T10:30:30Z,71,19,20,32,49,77,0.112814896
25873092686,2020-02-12T10:19:30Z,74,21,20,33,64,77,0.131923464
25860389675,2020-02-11T10:09:30Z,75,19,19,37,48,75,0.139559286
25860389674,2020-02-10T11:18:30Z,79,19,20,40,67,75,0.122211445
25830753521,2020-02-09T10:25:30Z,77,21,21,35,69,76,0.108669109
25820151440,2020-02-08T11:20:30Z,81,22,20,39,93,76,0.136612022
25805498597,2020-02-07T11:06:30Z,85,21,20,44,79,77,0.151540383
25805498596,2020-02-06T10:18:00Z,80,21,22,37,82,76,0.127395716
25805498595,2020-02-05T11:45:30Z,84,21,20,43,65,77,0.136986301
25759470764,2020-02-04T11:00:30Z,82,21,22,39,72,79,0.099674973
25743824836,2020-02-03T10:28:30Z,82,21,21,40,79,79,0.112195122
25730662471,2020-02-02T10:21:30Z,83,22,20,41,88,82,0.138693467
25730662470,2020-02-01T10:46:00Z,83,22,21,40,85,83,0.106177606
25705148526,2020-01-31T10:31:30Z,83,20,22,41,35,85,0.121504339
25705148525,2020-01-30T09:33:30Z,77,21,21,35,70,85,0.140814081
25664292929,2020-01-29T10:37:30Z,81,21,21,39,78,87,0.144967682
25644256388,2020-01-28T09:11:30Z,57,17,16,24,63,84,0.205973223
25628186371,2020-01-27T11:35:30Z,87,21,21,45,68,85,0.131313131
25612857881,2020-01-26T10:15:30Z,74,21,20,33,61,86,0.152173913
25598743421,2020-01-25T10:07:00Z,86,22,22,42,84,87,0.083246618
25586628092,2020-01-24T10:36:30Z,83,21,22,40,76,87,0.106177606
25568385892,2020-01-23T09:10:30Z,81,21,22,38,80,88,0.11627907
25555650379,2020-01-22T08:19:30Z,81,21,21,39,67,90,0.122162162
25537268208,2020-01-21T10:00:30Z,36,19,16,1,44,90,0.233898305
25512248923,2020-01-19T10:21:30Z,78,19,20,39,60,91,0.148751357
25498914597,2020-01-18T10:38:00Z,83,23,19,41,108,89,0.136131013
25485461288,2020-01-17T10:45:00Z,78,21,19,38,64,86,0.139886578
25468193705,2020-01-16T10:01:30Z,84,22,21,41,88,85,0.093495935
25454222260,2020-01-15T08:44:30Z,67,20,17,30,59,83,0.16988417
25437000421,2020-01-14T10:33:30Z,82,21,20,41,49,82,0.106230848
25421114246,2020-01-13T10:04:30Z,78,21,21,36,79,80,0.091823899
25406312444,2020-01-12T10:07:30Z,68,20,19,29,57,77,0.113475177
25405625699,2020-01-11T11:35:00Z,79,21,19,39,60,77,0.132682927
25380000953,2020-01-10T11:05:30Z,75,21,19,35,48,77,0.179236912
25361569234,2020-01-09T11:11:30Z,84,22,20,42,90,77,0.157854406
25339853777,2020-01-08T10:05:30Z,82,21,21,40,79,80,0.135084428
25320582035,2020-01-07T08:35:30Z,69,21,19,29,77,79,0.183115339
25303905717,2020-01-06T12:06:30Z,73,21,16,36,97,78,0.166816143
25288518828,2020-01-05T10:11:30Z,73,21,19,33,74,76,0.14941302
25278019472,2020-01-04T12:33:30Z,84,21,19,44,71,78,0.166666667
25266365524,2020-01-03T12:39:30Z,77,21,18,38,69,78,0.20458891
25248901201,2020-01-02T10:59:30Z,69,18,19,32,45,79,0.15876516
25235733767,2020-01-01T12:45:30Z,73,20,18,35,60,78,0.156970362
25223841257,2019-12-31T13:03:30Z,85,22,20,43,93,80,0.157853197
25206463893,2019-12-30T11:50:30Z,83,21,22,40,80,82,0.125364431
25194256452,2019-12-29T15:20:30Z,58,13,19,26,19,80,0.15437788
25192906449,2019-12-29T10:32:00Z,85,21,18,46,73,80,0.144177449
25180212502,2019-12-28T10:53:30Z,81,21,20,40,68,81,0.129302326
25168860863,2019-12-27T13:40:30Z,83,18,22,43,75,84,0.121872478
25156491718,2019-12-26T11:51:00Z,70,17,19,34,83,83,0.151035323
25143349515,2019-12-25T10:08:30Z,74,21,20,33,75,84,0.158394931
25132156282,2019-12-24T11:13:30Z,87,22,21,44,88,87,0.139982502
25110617548,2019-12-22T10:22:30Z,82,21,21,40,59,87,0.116751269
25098675483,2019-12-21T09:56:30Z,84,21,22,41,77,86,0.103869654
25088262944,2019-12-20T09:35:00Z,78,21,22,35,64,86,0.11722488
25074870061,2019-12-19T09:09:30Z,78,20,21,37,35,86,0.109965636
25061457880,2019-12-18T10:12:30Z,75,21,20,34,69,85,0.144834931
25043150338,2019-12-17T09:25:30Z,72,20,18,34,82,86,0.16371308
25031791775,2019-12-16T11:51:00Z,88,23,20,45,111,83,0.120822622
25024424469,2019-12-15T10:18:30Z,78,21,22,35,59,83,0.091872792
25024424468,2019-12-14T10:48:30Z,82,22,21,39,86,83,0.104068117
24997711523,2019-12-13T10:22:30Z,78,20,18,40,67,82,0.159715158
24984768615,2019-12-12T08:54:00Z,79,21,21,37,57,80,0.091858038
24978051972,2019-12-11T07:19:00Z,74,21,20,33,54,79,0.122940431
24959577619,2019-12-10T08:34:30Z,73,21,18,34,71,78,0.135911602
24944979634,2019-12-09T07:59:30Z,69,21,17,31,58,76,0.15420023
24933872051,2019-12-08T10:01:30Z,82,21,19,42,75,75,0.118062563
24923197376,2019-12-07T10:20:00Z,83,21,22,40,42,77,0.100691017
24913675713,2019-12-06T11:13:30Z,90,23,22,45,113,79,0.105504587
24913675712,2019-12-05T09:15:30Z,77,21,21,35,63,79,0.129672897
24913675710,2019-12-04T08:06:00Z,55,17,20,18,32,78,0.142857143
24913675709,2019-12-03T09:16:00Z,75,21,21,33,60,78,0.136305732
24856772745,2019-12-02T11:02:00Z,85,22,21,42,84,79,0.101917255
24844928137,2019-12-01T10:29:30Z,81,21,19,41,47,79,0.128557409
24834903512,2019-11-30T10:57:30Z,77,21,20,36,85,81,0.150556031
24824287693,2019-11-29T13:18:00Z,82,20,20,42,56,83,0.137592138
24813160998,2019-11-28T09:18:00Z,80,21,20,39,82,86,0.167330677
24802130775,2019-11-27T10:19:30Z,70,18,20,32,70,89,0.188166828
24802130774,2019-11-26T09:20:00Z,70,19,19,32,50,90,0.179087875
24802130773,2019-11-25T09:13:00Z,82,21,22,39,74,91,0.104426788
24802130772,2019-11-24T10:19:30Z,82,22,21,39,95,91,0.127332602
24802130771,2019-11-23T10:30:00Z,72,21,19,32,71,91,0.168687982
24745289063,2019-11-22T12:04:30Z,89,22,22,45,94,91,0.094055681
24723508592,2019-11-21T08:22:30Z,52,17,10,25,56,89,0.22626788
24709460551,2019-11-20T11:24:30Z,80,22,19,39,91,86,0.152109912
24709460550,2019-11-19T09:05:30Z,77,21,21,35,75,86,0.120754717
24709460549,2019-11-18T09:01:00Z,75,21,19,35,61,86,0.134593993
24709460548,2019-11-17T10:25:00Z,79,22,20,37,90,86,0.115145228
24659369946,2019-11-16T10:49:30Z,86,21,21,44,73,85,0.10947205
24659369945,2019-11-14T09:18:30Z,76,21,22,33,68,85,0.110344828
24659369944,2019-11-13T09:10:00Z,78,21,21,36,76,85,0.127880184
24659369943,2019-11-12T09:20:30Z,68,18,18,32,75,84,0.191339376
24599360861,2019-11-11T12:01:00Z,82,22,18,42,101,81,0.178461538
24599360860,2019-11-10T10:31:30Z,73,21,17,35,63,81,0.149094782
24575743833,2019-11-09T12:18:30Z,88,22,22,44,113,82,0.116107931
24564212795,2019-11-08T09:40:00Z,67,20,17,30,47,79,0.16464891
24538154690,2019-11-06T08:45:30Z,74,20,22,32,30,79,0.093628088
24527850450,2019-11-05T09:08:30Z,76,21,20,35,51,78,0.1218716
24513301463,2019-11-04T09:13:30Z,77,22,19,36,89,78,0.125448029
24502219670,2019-11-03T09:34:30Z,71,22,15,34,88,76,0.184726522
24491249655,2019-11-02T10:11:30Z,78,21,18,39,67,74,0.157702826
24480341513,2019-11-01T11:27:30Z,77,20,20,37,34,75,0.105760963
24469827551,2019-10-31T09:05:30Z,79,21,18,40,48,74,0.137330754
24469827550,2019-10-30T09:17:00Z,74,21,19,34,55,74,0.12242268
24440280460,2019-10-29T09:22:00Z,78,21,20,37,41,75,0.157156221
24428236799,2019-10-28T09:12:00Z,78,21,19,38,70,75,0.124597207
24428236798,2019-10-27T10:33:30Z,79,21,18,40,72,75,0.153031761
24404655954,2019-10-26T10:50:30Z,72,20,20,32,85,75,0.13013013
24404655953,2019-10-25T10:20:00Z,87,21,21,45,61,75,0.111919927
24367960672,2019-10-23T09:11:00Z,80,21,22,37,56,76,0.108040201
24356506292,2019-10-22T08:51:00Z,81,21,20,40,62,79,0.145688801
24356506291,2019-10-21T09:06:00Z,78,21,22,35,81,79,0.119565217
24331291262,2019-10-20T10:13:30Z,81,21,20,40,71,79,0.145473042
24331291261,2019-10-19T10:53:00Z,76,17,21,38,65,78,0.135394456
24308797061,2019-10-18T10:52:30Z,81,21,21,39,50,81,0.126353791
24308797060,2019-10-17T10:21:00Z,75,20,19,36,44,81,0.170323929
24282621662,2019-10-16T11:42:30Z,75,20,19,36,90,83,0.188955997
24270326094,2019-10-15T10:51:30Z,83,21,22,40,83,83,0.108081792
24243265338,2019-10-13T10:28:30Z,83,22,20,41,97,84,0.142583732
24243265337,2019-10-12T10:59:30Z,77,21,20,36,62,84,0.125925926
24221903406,2019-10-11T11:29:00Z,86,21,21,44,74,85,0.134199134
24210771626,2019-10-10T09:07:00Z,83,21,22,40,73,87,0.099299065
24197136328,2019-10-09T07:57:30Z,70,20,18,32,36,85,0.156923077
24197136327,2019-10-08T09:06:00Z,83,21,21,41,78,85,0.129126214
24158974131,2019-10-07T09:20:30Z,77,21,19,37,61,87,0.157209302
24145058237,2019-10-06T10:44:30Z,83,22,21,40,93,87,0.132848044
24133502093,2019-10-05T09:58:30Z,68,19,15,34,72,86,0.15862069
24121148934,2019-10-04T10:00:30Z,78,21,22,35,96,86,0.121775026
24110793765,2019-10-03T08:53:00Z,78,22,18,38,88,84,0.147835269
24098373284,2019-10-02T09:09:00Z,69,18,18,33,42,82,0.159165752
24083269585,2019-10-01T09:12:30Z,79,21,18,40,71,83,0.18680203
24070009783,2019-09-30T09:03:30Z,82,21,20,41,55,82,0.129126214
24057765516,2019-09-29T09:29:00Z,79,21,20,38,74,81,0.110382514
24046054113,2019-09-28T10:51:30Z,83,21,21,41,62,81,0.123274162
24034781435,2019-09-27T11:00:30Z,87,21,21,45,72,81,0.125101543
24020087393,2019-09-26T08:59:00Z,78,21,21,36,78,80,0.145641026
24010158849,2019-09-25T09:08:30Z,77,21,21,35,69,79,0.101925255
23998259476,2019-09-24T08:54:00Z,77,22,16,39,86,79,0.15750233
23986197478,2019-09-23T09:03:30Z,83,21,21,41,64,81,0.138071066
23974829064,2019-09-22T10:50:30Z,84,23,20,41,107,82,0.148634985
23963586182,2019-09-21T10:44:30Z,79,21,18,40,78,82,0.150230415
23952275198,2019-09-20T11:22:30Z,84,22,17,45,88,79,0.141422594
23952275197,2019-09-19T09:10:00Z,77,21,20,36,68,79,0.126745435
23928444763,2019-09-18T09:05:30Z,83,22,20,41,86,80,0.128672746
23914585681,2019-09-17T09:07:00Z,79,21,21,37,43,81,0.113227513
23894426294,2019-09-16T09:12:30Z,79,20,20,39,65,82,0.143422354
23882518360,2019-09-15T09:54:30Z,78,21,20,37,48,82,0.135250266
23860555037,2019-09-13T10:10:30Z,76,21,19,36,52,83,0.160545645
23845646860,2019-09-12T09:05:00Z,78,21,20,37,62,82,0.129488575
23832700874,2019-09-11T09:08:30Z,84,21,21,42,65,82,0.117703349
23815552816,2019-09-10T08:52:30Z,73,20,22,31,49,83,0.112
23781885080,2019-09-08T09:18:30Z,77,20,21,36,50,85,0.12567714
23781885079,2019-09-07T10:30:30Z,82,21,21,40,82,85,0.121182266
23757870415,2019-09-06T10:48:30Z,87,23,21,43,108,87,0.117836965
23740109732,2019-09-05T08:45:30Z,82,21,20,41,58,86,0.118592965
23699848888,2019-09-02T10:29:30Z,78,21,20,37,77,86,0.162488394
23685407307,2019-09-01T09:41:30Z,76,22,19,35,84,84,0.113866967
23677830802,2019-08-31T10:16:00Z,75,21,19,35,48,82,0.103666245
23663573220,2019-08-30T09:20:30Z,71,21,16,34,68,81,0.132890365
23649041465,2019-08-29T09:13:30Z,76,21,18,37,65,79,0.134344529
23566437526,2019-08-22T08:37:30Z,78,21,18,39,70,76,0.134545455
